"","GSM614501","GSM614502","GSM614503","GSM614504","GSM614505","GSM614506","GSM614507","GSM614508","GSM614509","GSM614510","GSM614511","GSM614512","GSM614513","GSM614514","GSM614515","GSM614516","GSM614517","GSM614518","GSM614519","GSM614520","GSM614521","GSM614522","GSM614523","GSM614524"
"1565728_at",49.6592,72.2054,49.2224,5.8454,6.69101,66.7418,35.2781,43.6496,50.7029,79.3011,5.01472,95.6338,8.81364,20.3543,7.6971,36.2084,53.8076,16.8133,57.4023,21.3798,33.5125,10.3892,68.3411,9.79407
"1565729_at",55.3133,105.781,130.104,45.9144,51.4845,96.1983,14.5332,95.1926,35.8535,88.7347,98.7419,76.6286,16.9805,42.6056,36.9926,105.827,59.4848,28.594,17.0753,123.901,60.3309,17.6579,35.7866,20.9547
"1565730_at",44.8803,83.6393,87.0377,58.5259,33.2111,12.4435,8.40709,92.1032,58.1541,67.6383,10.5659,24.2249,55.6528,8.34587,61.3746,45.2936,53.906,59.9717,29.292,50.1291,29.1895,9.09449,40.3904,32.592
"1565731_at",24.7452,167.564,93.8632,28.022,18.9942,56.8441,50.2097,122.884,56.6021,95.2599,66.8411,74.8063,28.5509,84.8792,21.3191,21.0746,29.8716,34.5564,112.476,85.8441,120.173,127.292,128.251,94.1807
"1565732_at",21.346,49.3019,22.0182,2.26066,23.4781,9.48277,14.7349,1.5077,1.59018,1.05934,8.13266,20.3151,28.8696,2.58007,32.2912,15.5679,1.81216,36.3632,34.2224,16.2448,28.7456,22.086,3.50146,3.80252
"1565733_at",37.4492,63.6803,54.9291,39.3197,17.106,6.36058,39.4133,4.8283,3.19311,6.86391,8.02126,8.3136,7.31874,59.8685,36.6937,6.57235,4.60262,5.63351,1.8942,60.7217,5.14551,4.05939,1.46068,5.82843
"1565734_at",18.216,94.1265,53.2293,13.0087,50.626,13.5584,14.1102,46.3236,60.9421,64.6698,69.036,75.3691,116.788,16.3056,53.492,35.0383,20.19,82.8643,76.5348,100.589,53.0847,72.9401,60.0934,12.6579
"1565735_at",47.9179,48.8803,46.8448,34.2039,92.7423,17.2764,10.0203,34.8851,4.83657,39.2141,34.0286,11.4963,31.6393,17.4067,71.156,72.2384,62.9356,93.0221,1.90136,16.6205,37.6873,4.89746,39.774,45.3748
"1565737_at",7.89187,8.53957,29.4127,7.75333,8.64161,18.809,35.3569,37.972,18.171,62.9691,14.1148,23.0337,32.0109,62.1571,10.7645,18.6624,4.1007,13.7619,17.8682,46.7388,10.7546,55.6166,10.3242,37.3883
"1565738_at",39.8954,12.6336,5.01793,3.6264,2.69793,2.89244,2.45354,26.0021,3.13258,24.3225,5.93295,4.65801,4.68876,3.93809,6.16211,4.86727,4.88054,21.0311,7.18791,12.041,8.44025,9.03738,3.50154,7.46095
"1565740_at",2.89576,4.12918,5.92155,3.71854,2.46358,2.84036,3.13923,13.168,3.13093,4.99371,2.26743,7.1996,1.26336,1.42961,1.90723,2.69244,4.25123,1.49524,2.546,4.21171,2.68552,1.43298,2.55841,2.18765
"1565741_at",22.5282,35.3892,14.7425,20.205,52.9806,38.2484,7.27701,41.0227,33.2463,38.3698,53.2545,49.4314,2.89488,37.1041,4.77359,33.8204,51.2558,30.848,33.2839,33.5904,33.0724,6.29406,25.7198,53.0979
"1565742_at",0.610938,1.62177,0.431968,14.6264,0.420958,2.35602,3.58532,0.839085,8.36157,11.2822,2.14547,13.6244,10.5939,0.662509,8.85977,0.9692,1.01676,13.9833,8.97541,17.2406,7.32398,0.313957,1.14005,11.9803
"1565743_at",61.6277,94.6623,53.6632,48.1812,72.002,46.1444,15.6075,29.333,128.876,1.35624,42.6625,100.779,69.0495,26.2346,80.9033,43.5246,61.236,42.2257,8.8958,46.8971,42.0901,30.9842,71.3479,32.3977
"1565746_at",15.5219,35.5671,58.7769,57.7138,11.7463,38.6214,27.1872,16.0876,7.9016,33.6945,44.271,52.8353,9.68888,48.5637,22.6252,27.881,30.2575,13.0382,20.3754,48.6219,40.4932,53.762,3.43156,32.1051
"1565748_at",1.57971,1.8604,38.8776,44.6528,12.064,10.4898,62.2551,2.37473,2.02841,18.4534,26.926,47.9761,43.2609,25.907,43.4509,44.7491,34.7881,22.473,23.8188,44.7887,2.52754,34.029,38.6609,24.2524
"1565751_at",6.43109,4.57291,7.64498,3.74297,3.84886,4.47429,11.131,6.58885,10.9361,8.2348,4.2171,11.131,12.7969,5.67198,3.74804,6.73717,12.5704,5.44852,9.05795,4.32482,3.66527,3.28532,6.20108,2.64897
"1565752_at",162.318,114.075,166.56,59.6073,174.797,142.14,70.1289,179.765,165.05,133.766,140.556,184.512,163.838,124.11,48.6725,128.003,155.545,131.255,174.687,155.142,147.576,131.51,141.938,137.087
"1565754_x_at",101.57,140.91,47.3708,17.2444,141.515,34.7267,52.1956,101.055,113.194,107.087,104.976,175.004,109.55,108.952,53.6162,85.0336,115.964,128.835,61.9635,107.732,93.0472,68.3416,45.164,84.1911
"1565755_at",9.93582,1.79053,0.494538,20.7879,3.71234,4.16824,2.73496,22.725,1.29797,11.9271,8.94651,25.0862,3.84932,0.765906,6.65793,18.9046,0.643103,3.27632,0.497913,0.75368,1.39608,13.7402,6.87132,3.12889
"1565756_a_at",12.3042,65.4175,13.5874,11.4029,24.5943,3.35952,51.0898,86.3629,43.7628,70.1597,61.3256,77.0575,8.41218,26.7794,23.9899,5.57791,50.9124,27.1139,5.18892,11.323,43.469,18.5427,70.4649,56.7406
"1565758_at",8.64159,6.84175,7.48799,5.76475,12.3445,7.68112,7.41083,4.74491,3.88904,5.84326,5.46867,10.8845,5.72907,4.69207,6.00707,11.2703,8.12781,4.9055,6.98736,4.66084,4.01432,4.3582,7.27844,8.52476
"1565759_at",114.364,99.2433,95.9043,92.0385,112.337,84.3934,112.522,108.02,88.106,75.8551,53.5592,86.4294,116.617,82.949,79.7577,88.2142,77.9238,117.904,108.023,80.6147,64.3889,86.9972,75.3596,48.0613
"1565760_at",3.3553,3.56736,4.20125,2.25224,2.19731,2.87269,4.08918,2.9028,5.21838,2.45812,1.03622,1.8737,12.87,4.06325,6.4729,2.34843,4.91221,7.90418,13.2116,4.54284,2.00664,3.76444,7.55226,4.89723
"1565762_at",1.01143,42.4402,48.3474,4.13946,2.07399,1.87462,0.96114,10.2016,24.3485,5.04939,3.06246,5.59413,3.22486,7.67278,5.02273,2.6537,46.4293,4.2961,6.17935,4.45209,1.07569,8.51578,7.09698,3.20326
"1565763_at",17.1746,18.4057,53.69,7.87631,13.7476,14.3926,43.7964,10.0429,18.4443,17.832,32.1833,7.87672,17.0185,17.3507,37.9872,10.7384,9.50195,18.4604,80.1719,8.53559,56.2479,14.6489,13.0767,27.2202
"1565765_x_at",31.7065,129.854,123.099,92.1362,89.1028,55.1764,20.6453,70.6561,64.3286,98.3354,99.056,60.3325,141.048,155.054,87.01,117.87,154.442,117.56,47.5501,59.2537,16.4355,38.58,32.857,52.4825
"1565768_at",2.9274,6.10397,4.70854,2.78438,2.01784,5.61082,3.44761,19.2575,21.3267,5.50488,4.29508,9.12087,4.80414,11.28,7.09818,4.76051,5.54439,6.64253,10.4532,3.96539,3.95909,1.78645,12.7167,10.0517
"1565769_at",3.02049,15.731,16.8292,8.7876,2.44155,1.26132,3.05778,1.85021,1.55002,3.27883,6.85749,1.97974,2.1375,1.41203,21.4159,18.9623,1.80958,2.11982,4.53537,2.70861,5.40079,22.1287,1.18461,2.44342
"1565771_at",11.0268,7.58652,8.83331,7.63267,14.6495,9.45823,7.58915,14.3505,5.43309,7.3908,6.4125,19.2737,3.7952,5.49006,44.1273,6.7526,15.7204,8.64342,2.27681,37.4449,13.0671,15.6356,8.12999,18.4732
"1565772_at",40.4946,45.1095,52.7147,4.82958,18.8279,22.4832,46.0126,30.078,35.5427,21.3968,86.0472,65.7717,97.219,38.3391,58.223,18.5544,83.5969,141.085,27.2293,43.129,86.9301,19.1266,64.2457,18.8084
"1565774_at",5.69258,8.95781,4.53253,4.36664,9.64453,3.11798,2.17705,2.51007,4.94329,3.34881,11.133,3.80235,3.25767,3.88714,38.0421,6.32869,24.6968,3.32354,10.8906,7.41195,27.56,3.10655,53.048,9.87426
"1565775_at",14.0317,18.542,59.455,32.2472,45.0707,66.9338,8.86205,46.3661,15.5659,29.741,79.416,87.8737,52.92,14.5261,40.6096,17.12,49.8893,61.8573,25.0187,11.8966,12.4375,60.1663,34.5067,30.3964
"1565776_at",1.31347,2.03436,14.2726,2.19515,5.77006,1.28664,5.55453,8.50507,6.69573,24.3938,2.66791,4.0202,17.5029,7.46715,22.558,2.7515,1.98997,5.21347,2.468,17.6016,10.682,12.6572,3.43665,14.0941
"1565777_at",4.90436,38.383,2.46989,8.86514,2.0842,10.5005,10.4636,4.59542,4.96833,20.3989,9.57095,4.03266,5.39655,8.48143,5.35931,5.02021,28.7535,5.23922,23.3475,6.79804,6.88077,9.63059,3.82715,4.14843
"1565778_at",15.5332,3.70293,19.3885,32.3913,3.03476,22.6504,16.3176,94.7187,57.8492,55.9085,20.2295,64.8726,20.8783,55.5057,5.43852,2.8408,28.2452,38.3018,52.0736,22.8672,56.892,46.1572,82.5342,51.7422
"1565780_at",20.1492,1.54058,6.93802,27.0396,6.90107,19.7155,7.30696,12.183,11.1754,12.07,8.64944,15.6136,9.18089,7.86178,7.91234,6.77045,18.3089,36.7004,46.5709,9.46189,49.439,29.4778,6.69614,12.6901
"1565783_at",78.7178,92.4551,28.4523,32.907,22.0292,9.81533,59.0463,53.7025,46.2333,83.8424,61.0653,45.7059,23.1889,9.8579,45.31,62.7538,51.9684,29.1278,36.3932,98.7215,59.7513,13.5439,22.4371,44.669
"1565784_at",15.6891,40.1907,39.338,40.9254,29.1806,53.4339,39.417,49.1308,36.3756,100.936,40.9214,52.6664,45.8652,34.9342,50.5864,6.47062,69.7949,43.5074,40.2148,70.8438,44.1559,33.1624,5.75085,35.5422
"1565786_x_at",126.998,208.751,102.199,78.1991,87.2161,74.3592,98.7766,107.905,90.1158,47.8045,89.152,109.342,60.5175,91.8524,112.718,116.312,105.632,99.3566,90.0011,102.816,69.6992,92.9799,79.1557,74.6676
"1565787_at",32.5047,20.8458,4.76629,37.2636,2.6169,48.6897,0.395302,26.2542,7.07102,38.2,5.33192,39.1314,31.9659,24.4899,27.5012,21.1976,27.4869,4.63002,5.95578,27.0525,3.0608,11.1032,25.9683,2.682
"1565788_at",8.39929,25.0344,2.47289,1.467,2.13032,37.2171,10.6785,8.52242,2.00383,0.904047,11.0108,21.4391,6.86263,0.359817,22.5016,0.918201,18.3528,1.30854,3.9295,1.81156,5.12554,4.65557,1.1862,1.12942
"1565795_at",23.6353,5.44557,22.8338,8.73181,36.6653,37.0099,10.1948,19.0603,22.3213,37.9768,3.86688,34.0271,25.9097,35.6378,23.011,24.0741,31.3837,31.7722,36.071,11.5127,23.8957,11.5911,34.8597,20.3065
"1565797_at",67.2529,6.70055,48.4275,13.0761,9.63049,32.9804,21.4454,30.9921,22.3055,27.7724,27.2389,9.05789,7.35558,4.79772,74.799,8.54028,9.9535,21.8819,2.97527,3.94376,5.56639,20.8915,33.8249,5.5455
"1565799_at",0.906715,1.11986,1.26228,10.4253,0.749327,0.40325,0.749795,0.732591,6.74382,23.2352,14.666,7.46868,2.05298,2.51056,3.09682,0.553488,1.144,2.27691,0.312612,9.98317,4.02507,1.97545,18.8716,0.385697
"1565800_x_at",1.73544,5.50467,1.55156,9.90705,1.10801,8.47258,0.507339,1.11854,2.10802,14.1401,1.76988,0.658691,9.91708,13.4548,0.888968,13.3411,10.7023,14.0719,7.79756,7.24749,13.4547,7.29017,19.608,0.831152
"1565801_at",12.3002,40.8962,32.8321,20.6479,19.6403,19.6503,25.4083,42.6205,23.7239,38.288,37.3007,52.3975,35.1186,38.4318,56.655,15.611,29.3379,64.3908,18.7718,3.76051,25.9248,4.36512,1.75055,48.0963
"1565802_at",6.70453,3.23686,8.17023,7.88775,4.02017,10.3823,8.56156,5.07167,4.2537,6.31427,3.56203,11.894,18.1094,8.70476,2.44895,10.1145,18.5493,11.492,4.39302,10.6091,5.70151,11.2413,6.07552,3.47888
"1565803_at",6.88652,6.4226,17.3633,3.71499,14.308,6.84435,10.2411,3.98896,10.2174,10.151,10.5538,11.3111,5.3142,52.8976,6.60856,2.75271,9.54904,6.38941,31.394,9.2262,6.58137,5.19104,4.46349,5.3787
"1565804_at",16.6715,5.86521,20.9127,20.1282,40.9734,5.28698,24.7633,29.8587,39.344,38.6233,50.0882,6.2735,5.70194,26.7581,26.0104,27.5917,53.6797,57.4378,30.8271,4.1488,20.7624,6.13963,23.1519,3.15188
"1565805_at",11.249,20.2567,23.1077,10.2523,53.7402,22.1395,4.32252,54.047,32.4469,51.2646,10.8335,8.18706,15.1805,6.60446,38.4661,10.5627,21.2924,4.97304,14.6648,42.3761,8.13623,3.40074,36.2138,11.1496
"1565806_at",1.88575,25.396,23.9441,0.607665,16.2086,5.15506,0.941402,22.423,4.88171,18.8727,3.25801,17.573,14.3172,1.16006,5.3078,2.27653,1.16456,4.79165,15.3439,18.9111,18.3175,5.30944,12.5311,0.677032
"1565807_at",37.6012,10.5094,10.8953,37.0457,3.97828,1.77877,18.2462,14.3413,21.4093,34.7205,13.8462,29.3312,22.9833,22.4593,4.31796,8.03434,22.1934,5.51118,32.7283,9.19947,2.49191,33.755,29.1659,7.06574
"1565809_x_at",2.97887,21.8969,1.88399,1.32073,4.87848,1.81341,3.71768,1.97037,2.15638,3.56542,0.738982,4.14871,2.12244,6.05995,10.178,1.09383,3.44097,3.12016,2.04716,1.08771,11.6848,2.79287,2.79311,19.979
"1565810_at",17.2765,10.4476,9.76553,17.6205,1.20307,2.84604,9.16302,6.09278,17.4232,1.67642,12.4892,6.17161,1.35909,1.8328,9.01459,1.04318,28.8905,5.45404,9.35559,27.9906,10.4634,2.72631,3.33312,13.2871
"1565811_at",8.13101,5.03974,6.95084,6.37317,20.1742,34.2863,62.5229,20.7752,37.0014,53.4052,39.9705,9.67043,21.3694,36.6954,4.28317,8.25305,8.29951,6.59282,16.5975,50.4581,50.0418,36.3852,18.2882,5.01234
"1565812_at",7.01106,10.3783,14.5384,18.6735,9.03045,10.6304,9.61705,12.8899,7.17239,18.9059,10.0454,13.018,17.4137,8.41319,5.79798,7.52968,14.1672,13.9246,13.8022,14.4115,9.91235,12.8934,7.47767,16.1968
"1565814_at",5.05889,49.1454,42.7152,31.0749,34.3197,12.2873,30.0848,12.4958,23.123,38.7174,6.16121,18.7084,46.0828,7.42706,6.30179,6.06667,4.75747,11.8865,16.0266,31.3571,73.5919,17.9976,55.5952,4.00104
"1565816_at",7.75558,3.81478,3.76096,1.45173,4.16027,2.83726,3.92401,4.83092,4.20727,1.80378,4.94088,5.46945,3.4011,2.81019,1.97425,21.0661,5.62645,8.24396,3.93885,3.1987,3.16376,4.6516,1.25016,4.04477
"1565817_at",79.1769,5.65466,50.2086,8.5527,46.9013,34.4407,10.1737,36.8069,27.6409,39.9331,49.5867,54.3414,10.1414,27.8751,11.9658,26.2147,23.8295,24.6089,31.8393,87.3357,4.61863,64.7561,4.69959,84.791
"1565818_s_at",21.9547,3.97209,40.2947,3.08334,4.98096,23.8813,1.64619,6.2729,27.2339,11.6535,6.32056,19.4142,7.31217,60.6633,2.60818,11.1844,83.5649,3.4582,17.471,14.498,32.1016,40.649,79.8834,35.7099
"1565819_at",0.704374,5.2904,49.1213,7.97498,4.71114,10.1243,16.6832,13.7872,14.3429,6.38067,21.4958,31.6091,14.0462,28.9784,10.3591,14.9693,33.5794,29.627,1.51622,19.36,4.47657,6.75988,17.9295,5.55362
"1565820_x_at",22.4399,10.7906,13.4142,2.5595,1.0226,18.9768,0.928101,15.393,1.12603,25.0336,0.998563,13.4482,9.80503,1.72775,19.551,12.8641,20.9991,29.1446,0.679862,24.9603,33.4515,1.17696,5.34112,10.8378
"1565821_at",42.9111,38.7112,6.76578,32.1417,34.9543,52.1912,11.8271,46.2183,51.705,49.9947,40.9322,31.4865,12.7669,32.4508,35.8705,35.3427,68.3794,42.4885,3.97847,15.2992,28.1381,8.1476,40.4602,57.1266
"1565823_at",139.097,163.517,168.448,193.082,183.382,206.838,376.793,235.547,182.884,153.571,198.445,212.897,179.616,223.743,154.309,89.836,179.313,144.2,220.47,325.125,141.78,194.336,201.589,207.21
"1565825_at",8.13664,5.75294,14.0858,55.2192,2.82265,47.0728,15.472,45.2179,48.3279,5.23124,22.1769,54.8914,20.6388,16.6914,16.8122,34.6701,97.3759,24.2495,18.6646,41.461,48.976,25.5422,41.3718,28.1193
"1565826_at",16.5443,2.27181,46.2826,19.6488,1.2229,11.3726,19.346,18.7903,2.97598,32.4645,24.1268,43.6289,17.6529,3.86946,32.2244,5.12217,15.2821,22.6413,10.6607,4.63006,25.9945,26.0619,2.49543,23.2638
"1565829_at",83.0513,118.951,60.2126,64.5177,60.4427,139.634,74.62,71.8119,59.0186,62.3678,87.6807,78.0305,68.4598,72.3589,22.9025,63.334,86.1078,86.4822,48.9327,102.295,109.799,68.8166,57.377,44.67
"1565830_at",23.2486,25.4205,39.609,42.2591,26.9033,42.9882,20.5748,26.6,1.05365,31.7048,21.0166,31.2395,26.3161,36.4722,10.6195,52.5406,47.0418,4.12897,11.8757,39.139,22.2752,1.44379,1.48514,12.4795
"1565832_at",11.0537,8.56767,38.868,5.19938,4.64656,34.3023,5.59496,42.6943,38.9419,5.66107,3.59335,1.87181,6.38061,20.8535,8.34812,11.1959,4.59349,4.9704,2.94995,9.72908,7.23087,1.50218,24.0059,56.674
"1565833_at",28.0678,24.5217,27.312,32.6723,4.26291,3.01293,28.8268,24.9285,12.6511,7.41029,17.565,24.0831,31.3882,30.6196,17.188,11.6746,10.2524,44.1033,23.199,50.338,26.9321,22.7694,5.49916,6.04781
"1565834_a_at",1.66374,11.4575,17.8487,1.00332,3.06093,1.62733,1.27141,16.5026,1.46133,1.35091,3.71418,9.64804,1.25986,20.6046,1.96541,0.451861,13.4351,0.915741,4.31892,11.7614,2.67914,0.57878,24.9702,2.13682
"1565836_at",37.8286,71.7415,4.62111,29.9197,9.80608,4.59769,3.94448,26.5282,11.2605,9.34592,10.0871,20.061,54.8517,89.3244,10.7129,3.24639,63.9563,107.05,17.027,51.068,3.93964,8.25157,65.7602,32.7126
"1565837_at",2.96725,3.76672,13.4215,9.57119,4.22799,1.65422,2.54094,2.90539,2.3898,2.10449,9.38603,4.47141,10.7505,7.31205,19.245,0.718319,17.9864,7.89212,16.842,3.49857,43.2425,4.05853,12.2063,1.38323
"1565838_at",27.9624,26.8568,27.5663,17.0587,26.5675,21.9135,15.6192,0.512114,34.2665,37.4891,49.4873,9.95163,52.0418,30.7154,42.0528,48.5606,12.6218,34.8543,31.3392,39.6968,28.534,10.6761,19.6772,21.0711
"1565839_a_at",9.34998,3.77679,6.36582,1.30444,1.77244,32.3535,8.87592,7.58097,18.5788,2.40779,1.52403,10.3862,15.8629,51.4298,15.8751,22.0698,36.0474,1.74198,1.04513,25.2141,28.5707,22.4921,28.8227,4.98054
"1565840_at",3.11386,28.4682,10.0566,3.19803,5.58151,1.57214,14.6556,12.2611,1.72634,2.30906,3.29377,12.0166,34.3387,20.8573,6.57255,21.2566,11.2393,5.03846,1.29238,2.04964,26.2466,15.1084,8.08078,2.09792
"1565843_s_at",108.799,113.942,112.833,64.8329,139.13,75.7906,125.318,125.838,123.913,109.637,178.931,128.552,145.796,117.569,64.9627,92.7391,125.002,97.9428,83.5008,146.185,85.7698,101.349,141.455,103.669
"1565844_at",26.4941,28.8574,7.73907,18.3096,33.9019,63.6277,38.1482,19.5745,40.0265,48.2834,16.4347,33.1618,29.3092,38.2398,6.10758,54.6046,43.4802,50.9702,46.4875,35.6571,40.304,36.9226,3.19883,85.8233
"1565845_at",67.4141,16.1898,36.6691,28.9254,12.3329,38.9063,57.5337,98.9279,118.665,29.9586,17.8239,86.4209,73.3821,67.5074,13.2257,10.5005,19.1722,110.589,43.0953,13.018,56.3264,13.3636,14.1199,43.8238
"1565846_at",2.94315,5.93111,1.46101,10.0268,3.62318,34.965,8.86431,5.06478,12.0441,8.07299,5.40218,12.3664,24.0654,12.1456,6.06352,21.2691,4.69228,12.1913,3.99311,16.8818,6.68843,15.6157,12.3677,5.72728
"1565848_at",19.668,14.3993,11.3808,65.474,4.24991,22.3737,35.2426,102.472,32.8397,5.19749,12.7326,45.7832,46.6702,57.0069,35.9778,66.7644,67.0021,98.3653,27.9897,113.984,31.4545,53.8667,55.4562,29.5282
"1565849_a_at",8.26478,11.9019,6.22235,32.3966,17.147,31.2354,2.80179,23.2305,33.4613,35.0128,10.7802,10.4007,43.0796,40.1468,6.73842,7.85696,11.4041,7.01921,30.9528,31.2917,5.63656,29.0526,30.4848,10.6138
"1565851_at",5.93705,0.590099,4.86502,1.63826,1.25502,1.30451,1.40382,3.48244,13.9181,2.7666,9.07533,2.81899,0.910341,2.92811,8.41889,7.02635,2.18027,1.76664,2.88978,1.18638,1.60928,20.294,0.953336,0.753269
"1565852_at",28.3272,65.5385,82.0768,72.8572,69.8068,40.5317,42.0992,71.2262,41.8903,129.199,24.3749,58.7963,70.0627,80.8661,38.2677,23.7891,43.996,120.676,41.1828,81.3145,60.0562,53.8398,31.564,39.3975
"1565856_at",6.01985,3.50044,2.58125,10.0164,5.9813,5.60319,4.17546,7.3932,6.03737,6.30812,8.73519,13.1159,6.69369,6.96843,3.38302,10.0138,6.647,9.97304,4.91442,9.87696,5.51908,9.77146,8.7814,5.48134
"1565857_at",26.8272,6.43337,8.83223,4.01409,4.14207,22.7296,47.4647,29.3904,4.46142,31.6798,72.3088,13.3504,6.67827,22.0118,35.9725,26.2552,6.60437,13.9485,18.9524,18.7712,10.0317,31.3041,5.46815,26.6866
"1565858_at",3.3646,3.96546,4.41084,5.50208,8.73659,37.4269,24.7921,31.783,19.2442,34.0537,7.91673,59.7601,14.0684,64.8328,8.12288,4.43295,9.30567,16.1379,10.2076,10.7746,5.58563,5.99507,7.40137,3.77174
"1565859_at",16.9692,13.3064,8.8631,4.88009,8.9306,7.02242,4.8192,28.0995,9.46843,7.7859,8.81312,7.1761,7.53625,8.98868,5.43016,2.8244,32.032,7.97331,5.38001,10.4359,23.2068,19.0988,18.3623,6.83934
"1565860_at",1.58296,6.55845,22.0201,4.20942,1.26995,6.4795,18.116,20.0926,34.1176,11.251,3.80205,53.0153,2.74908,1.56329,2.54822,1.38374,4.13421,7.00005,18.3798,3.58108,3.46656,3.92106,1.29895,60.6598
"1565861_at",3.62081,38.6881,2.62981,4.13088,51.1398,34.1519,20.6943,16.89,64.6619,3.78779,18.5927,56.9319,23.5158,5.07668,20.5459,2.56544,7.49055,5.81365,31.3762,6.35525,49.3603,32.1159,13.1505,1.69218
"1565862_a_at",5.27494,9.20799,7.56896,27.8716,8.6074,5.07494,45.3668,3.50726,8.5536,12.586,70.4986,34.4269,5.19013,13.0289,36.5265,9.19942,40.3469,40.7701,20.5274,15.2921,4.37376,9.40556,47.7669,6.77255
"1565863_at",28.2787,69.4978,14.1494,36.2169,56.1805,12.7869,113.848,119.469,168.069,135.997,117.048,200.051,49.8823,52.5468,51.2407,40.4007,21.7342,30.6685,124.183,159.417,138.551,93.4796,163.241,143.536
"1565866_a_at",37.3282,4.92541,3.8294,8.57414,17.0954,15.2487,6.54545,10.0382,5.78077,3.45003,7.78507,7.37447,30.5624,14.6802,37.2093,6.77652,11.9168,38.1416,6.40695,9.76004,4.97731,3.6374,5.65424,2.95889
"1565867_a_at",119.607,152.209,112.682,97.6871,94.9996,90.454,167.61,143.262,142.58,119.157,180.773,116.647,96.1712,90.9945,107.643,98.9173,81.1412,84.8668,157.524,153.99,148.207,159.137,125.952,120.952
"1565868_at",5.93195,51.2745,6.33603,19.3732,3.80289,21.3555,6.73316,5.33426,6.33691,21.7518,4.32473,14.7513,15.2499,38.536,3.34773,3.99918,8.50451,2.31491,4.53013,36.4329,2.61088,38.5026,3.99345,5.17701
"1565873_at",17.4177,6.22891,8.53489,10.0951,16.2673,11.6993,11.7205,7.5224,18.2615,17.8494,28.3229,5.15382,16.6107,9.77772,24.2971,11.6282,7.71725,70.0308,33.1312,30.6196,43.5262,4.5227,16.6952,10.8917
"1565874_at",28.2288,0.820137,18.1739,19.4632,6.03433,16.3797,23.9834,3.75238,37.1855,11.4023,3.09934,3.37098,17.6494,38.9606,12.8719,9.70497,16.843,22.2346,13.7737,27.7545,1.6698,10.5086,30.2584,25.6587
"1565875_at",1.01901,0.747672,0.710547,13.726,7.36519,1.60822,24.8894,20.3934,0.514945,12.2806,4.49783,0.926679,19.9276,1.58568,2.21658,1.74725,4.39019,6.75697,18.3424,16.925,2.23317,1.26286,1.14257,6.24062
"1565876_x_at",7.47657,4.24041,5.44077,0.958189,0.91323,10.5498,1.55502,0.734147,3.97185,2.90159,3.30473,5.50464,2.38416,15.6428,2.38795,1.0289,14.0425,7.65838,2.55375,1.65355,1.72283,10.2784,9.1827,15.8538
"1565877_at",1.29983,5.93944,13.4875,2.4931,8.32437,2.10947,22.3022,5.91191,1.20359,3.30419,5.57172,1.14398,0.810743,1.95763,2.03777,3.0479,15.6578,1.37488,19.9008,1.23287,11.1341,1.09058,9.41497,2.14243
"1565879_at",68.4851,92.4568,52.3291,100.393,82.2027,72.4544,74.5759,55.3973,101.457,96.8286,43.3557,91.2364,34.7879,63.5313,13.6175,91.7092,89.0593,64.953,52.5415,81.2557,28.0057,53.2948,42.53,61.6992
"1565880_at",14.0722,21.3415,41.1655,24.5693,55.2382,35.3838,65.4264,31.8497,31.209,47.2201,33.9599,46.6321,59.9735,49.7542,49.3701,48.9264,36.3526,78.5629,29.0252,48.1098,60.1107,55.1346,58.7979,27.4928
"1565881_at",9.26208,37.5232,0.808546,10.9549,4.89568,20.9788,20.5279,14.4537,10.641,15.6365,50.6642,11.022,29.259,22.1578,26.6158,27.1748,18.5646,50.3332,11.6748,28.2623,24.7481,30.5426,33.8706,46.9029
"1565882_at",43.6301,11.2805,29.7515,56.8977,35.2351,26.9796,45.0247,83.1217,34.2704,16.7135,69.9041,40.4363,6.01474,33.8531,22.42,64.9879,70.6601,44.0296,52.4623,66.6025,86.652,48.7903,28.9055,30.8786
"1565886_at",101.755,145.508,89.0748,129.368,147.788,98.7193,73.1565,111.635,43.5863,93.7363,62.4861,77.8128,88.4409,128.863,74.032,117.983,142.582,90.4667,83.3233,97.648,84.2449,111.5,94.371,68.5705
"1565887_at",40.4873,25.0119,14.863,29.9954,32.2369,21.4436,15.1612,17.8111,22.5237,25.5801,29.069,73.6136,5.02928,18.997,13.6403,51.7007,2.4252,1.98859,4.87288,24.2918,27.6095,21.5938,13.57,12.2734
"1565888_at",2.89238,2.27294,3.36631,1.27113,1.77775,2.43195,1.42562,3.53264,7.43371,2.63157,23.6524,3.51512,1.62695,2.21898,5.14325,22.385,1.75112,4.53236,2.24462,3.78474,3.48838,5.86668,1.64732,6.14204
"1565889_at",21.0411,4.82221,20.9005,19.4006,26.2542,12.8245,23.5264,46.6652,32.9501,8.56216,7.74249,28.3715,27.9376,17.3696,26.8453,18.3097,5.90597,10.6983,13.7045,6.50377,3.8615,15.2678,2.42031,9.37958
"1565890_at",11.3278,39.4945,9.62646,6.85996,1.57445,1.9301,64.1239,64.6069,11.4668,38.9341,2.64336,3.39847,39.0179,4.86755,3.35079,8.94114,6.58191,7.92865,28.4777,22.8284,10.0739,3.70665,12.6537,9.62539
